ORIGIN;DEST;DEPARTURE DATE;DEPARTURE TIME;BOOKING CLASS;FARE;DAYS TO DEPARTURE;# BOOKINGS (net)
BER;NRT;2014-01-20;1520;K;104;9;10
BER;NRT;2014-01-20;1520;L;64;357;0
BER;NRT;2014-01-20;1520;L;64;203;0
BER;NRT;2014-01-20;1520;M;164;357;0
BER;NRT;2014-01-20;1520;M;164;203;0
BER;NRT;2014-01-20;1520;M;164;9;1
BER;NRT;2014-01-20;1520;M;164;8;3
BER;NRT;2014-01-20;1520;M;164;7;10
BER;NRT;2014-01-20;1520;M;164;4;9
BER;NRT;2014-01-20;1520;M;164;2;8
BER;NRT;2014-01-20;1520;M;164;0;7
BER;NRT;2014-01-20;1520;N;124;357;0
BER;NRT;2014-01-20;1520;N;124;203;0
BER;NRT;2014-01-20;1520;N;124;11;7
BER;NRT;2014-01-20;1520;N;124;9;9
BER;NRT;2014-01-20;1520;N;124;8;8
BER;NRT;2014-01-20;1340;B;94;70;1
BER;NRT;2014-01-20;1340;B;94;29;8
BER;NRT;2014-01-20;1520;K;104;29;5
BER;NRT;2014-01-20;1340;I;84;64;2
BER;NRT;2014-01-20;1340;K;104;45;2
BER;NRT;2014-01-20;1340;T;74;354;0
BER;NRT;2014-01-20;1520;E;44;354;0
BER;NRT;2014-01-20;1520;L;64;354;0
BER;NRT;2014-01-20;1520;B;94;42;4
BER;NRT;2014-01-20;1520;I;84;42;18
BER;NRT;2014-01-20;1520;I;84;350;1
BER;NRT;2014-01-20;1520;I;84;87;2
BER;NRT;2014-01-20;1520;I;84;73;6
BER;NRT;2014-01-20;1520;I;84;66;10
BER;NRT;2014-01-20;1520;I;84;51;13
BER;NRT;2014-01-20;1520;I;84;47;16
BER;NRT;2014-01-20;1520;K;104;175;2
BER;NRT;2014-01-20;1520;K;104;170;0
BER;NRT;2014-01-20;1520;K;104;46;2
BER;NRT;2014-01-20;1520;K;104;26;11
BER;NRT;2014-01-20;1520;R;184;357;0
BER;NRT;2014-01-20;1520;R;184;213;0
BER;NRT;2014-01-20;1520;R;184;203;0
BER;NRT;2014-01-20;1520;R;184;7;5
BER;NRT;2014-01-20;1520;R;184;4;12
BER;NRT;2014-01-20;1520;R;184;2;13
BER;NRT;2014-01-20;1520;R;184;1;14
BER;NRT;2014-01-20;1520;R;184;0;19
BER;NRT;2014-01-20;1520;T;74;213;0
BER;NRT;2014-01-20;1520;T;74;203;0
BER;NRT;2014-01-20;1520;V;54;354;0
BER;NRT;2014-01-20;1520;V;54;213;0
BER;NRT;2014-01-20;1520;V;54;203;0
BER;NRT;2014-01-20;1520;Z;114;357;0
BER;NRT;2014-01-20;1520;Z;114;213;0
BER;NRT;2014-01-20;1520;Z;114;203;0
BER;NRT;2014-01-20;1520;Z;114;23;3
BER;NRT;2014-01-20;1520;Z;114;22;5
BER;NRT;2014-01-20;1520;Z;114;18;7
BER;NRT;2014-01-20;1520;Z;114;17;9
BER;NRT;2014-01-20;1520;Z;114;16;10
BER;NRT;2014-01-20;1520;Z;114;15;15
BER;NRT;2014-01-20;1520;Z;114;12;16
BER;NRT;2014-01-20;1520;Z;114;11;15
BER;NRT;2014-01-20;1520;Z;114;10;17
BER;NRT;2014-01-20;1705;B;94;354;0
BER;NRT;2014-01-20;1705;B;94;214;0
BER;NRT;2014-01-20;1705;J;144;138;2
BER;NRT;2014-01-20;1705;J;144;72;4
BER;NRT;2014-01-20;1705;J;144;67;2
BER;NRT;2014-01-20;1705;J;144;57;3
BER;NRT;2014-01-20;1705;J;144;49;5
BER;NRT;2014-01-20;1705;J;144;46;7
BER;NRT;2014-01-20;1705;J;144;45;8
BER;NRT;2014-01-20;1705;J;144;36;9
BER;NRT;2014-01-20;1705;J;144;35;10
BER;NRT;2014-01-20;1705;J;144;33;11
BER;NRT;2014-01-20;1705;J;144;29;13
BER;NRT;2014-01-20;1705;J;144;21;15
BER;NRT;2014-01-20;1705;J;144;19;16
BER;NRT;2014-01-20;1705;J;144;18;17
BER;NRT;2014-01-20;1705;J;144;17;21
BER;NRT;2014-01-20;1705;J;144;3;20
BER;NRT;2014-01-20;1705;J;144;0;18
BER;NRT;2014-01-20;1705;K;104;354;0
BER;NRT;2014-01-20;1705;K;104;333;0
BER;NRT;2014-01-20;1705;K;104;214;0
BER;NRT;2014-01-20;1705;M;164;17;1
BER;NRT;2014-01-20;1705;M;164;16;3
BER;NRT;2014-01-20;1705;M;164;15;2
BER;NRT;2014-01-20;1705;M;164;11;14
BER;NRT;2014-01-20;1705;M;164;10;17
BER;NRT;2014-01-20;1705;M;164;9;18
BER;NRT;2014-01-20;1705;M;164;3;17
BER;NRT;2014-01-20;1705;M;164;2;16
BER;NRT;2014-01-20;1705;M;164;0;13
BER;NRT;2014-01-20;1705;N;124;357;0
BER;NRT;2014-01-20;1840;I;84;357;0
BER;NRT;2014-01-20;1705;B;94;357;0
BER;NRT;2014-01-20;1705;E;44;357;0
BER;NRT;2014-01-20;1705;I;84;357;0
BER;NRT;2014-01-20;1705;J;144;357;0
BER;NRT;2014-01-20;1705;K;104;357;0
BER;NRT;2014-01-20;1705;L;64;357;0
BER;NRT;2014-01-20;1705;M;164;357;0
BER;NRT;2014-01-20;1840;I;84;213;0
BER;NRT;2014-01-20;1705;E;44;213;0
BER;NRT;2014-01-20;1705;I;84;213;0
BER;NRT;2014-01-20;1705;L;64;213;0
BER;NRT;2014-01-20;1840;I;84;210;0
BER;NRT;2014-01-20;1705;E;44;210;0
BER;NRT;2014-01-20;1705;I;84;210;0
BER;NRT;2014-01-20;1705;L;64;210;0
BER;NRT;2014-01-20;1520;T;74;357;0
BER;NRT;2014-01-20;1520;V;54;357;0
BER;NRT;2014-01-20;1520;T;74;185;1
BER;NRT;2014-01-20;1520;T;74;158;2
BER;NRT;2014-01-20;1520;T;74;140;3
BER;NRT;2014-01-20;1520;T;74;114;5
BER;NRT;2014-01-20;1520;Z;114;84;2
BER;NRT;2014-01-20;1520;Z;114;78;0
BER;NRT;2014-01-20;1520;Z;114;20;6
BER;NRT;2014-01-20;1520;Z;114;14;16
BER;NRT;2014-01-20;1705;M;164;14;3
BER;NRT;2014-01-20;1520;Z;114;13;14
BER;NRT;2014-01-20;1520;Z;114;8;18
BER;NRT;2014-01-20;1705;B;94;333;0
BER;NRT;2014-01-20;1705;B;94;203;0
BER;NRT;2014-01-20;1705;E;44;203;0
BER;NRT;2014-01-20;1705;J;144;203;0
BER;NRT;2014-01-20;1705;K;104;203;0
BER;NRT;2014-01-20;1705;L;64;203;0
BER;NRT;2014-01-20;1705;M;164;203;0
BER;NRT;2014-01-20;1705;J;144;143;1
BER;NRT;2014-01-20;1705;J;144;56;4
BER;NRT;2014-01-20;1705;N;124;354;0
BER;NRT;2014-01-20;1705;N;124;333;0
BER;NRT;2014-01-20;1705;N;124;214;0
BER;NRT;2014-01-20;1705;N;124;203;0
BER;NRT;2014-01-20;1705;R;184;357;0
BER;NRT;2014-01-20;1705;R;184;213;0
BER;NRT;2014-01-20;1705;R;184;203;0
BER;NRT;2014-01-20;1705;R;184;10;9
BER;NRT;2014-01-20;1705;R;184;9;15
BER;NRT;2014-01-20;1705;R;184;8;20
BER;NRT;2014-01-20;1705;R;184;7;26
BER;NRT;2014-01-20;1705;R;184;4;28
BER;NRT;2014-01-20;1705;R;184;3;42
BER;NRT;2014-01-20;1705;R;184;2;55
BER;NRT;2014-01-20;1705;R;184;1;57
BER;NRT;2014-01-20;1705;R;184;0;54
BER;NRT;2014-01-20;1705;T;74;357;0
BER;NRT;2014-01-20;1705;T;74;213;0
BER;NRT;2014-01-20;1705;T;74;210;0
BER;NRT;2014-01-20;1705;T;74;203;0
BER;NRT;2014-01-20;1705;V;54;357;0
BER;NRT;2014-01-20;1705;V;54;213;0
BER;NRT;2014-01-20;1705;V;54;210;0
BER;NRT;2014-01-20;1705;V;54;203;0
BER;NRT;2014-01-20;1705;Z;114;357;0
BER;NRT;2014-01-20;1705;Z;114;354;0
BER;NRT;2014-01-20;1705;Z;114;333;0
BER;NRT;2014-01-20;1705;Z;114;214;0
BER;NRT;2014-01-20;1705;Z;114;213;0
BER;NRT;2014-01-20;1705;Z;114;203;0
BER;NRT;2014-01-20;1840;B;94;357;0
BER;NRT;2014-01-20;1840;B;94;333;0
BER;NRT;2014-01-20;1840;B;94;214;0
BER;NRT;2014-01-20;1840;B;94;203;0
BER;NRT;2014-01-20;1840;E;44;357;0
BER;NRT;2014-01-20;1840;E;44;213;0
BER;NRT;2014-01-20;1840;E;44;210;0
BER;NRT;2014-01-20;1840;E;44;203;0
BER;NRT;2014-01-20;1840;J;144;357;0
BER;NRT;2014-01-20;1840;J;144;203;1
BER;NRT;2014-01-20;1840;J;144;28;1
BER;NRT;2014-01-20;1840;J;144;23;5
BER;NRT;2014-01-20;1840;J;144;18;7
BER;NRT;2014-01-20;1840;J;144;16;10
BER;NRT;2014-01-20;1840;J;144;15;11
BER;NRT;2014-01-20;1840;J;144;14;12
BER;NRT;2014-01-20;1840;J;144;10;14
BER;NRT;2014-01-20;1840;J;144;2;18
BER;NRT;2014-01-20;1840;J;144;1;25
BER;NRT;2014-01-20;1840;J;144;0;24
BER;NRT;2014-01-20;1840;K;104;357;0
BER;NRT;2014-01-20;1840;K;104;333;0
BER;NRT;2014-01-20;1840;K;104;214;0
BER;NRT;2014-01-20;1840;K;104;203;0
BER;NRT;2014-01-20;1840;L;64;357;0
BER;NRT;2014-01-20;1840;L;64;213;0
BER;NRT;2014-01-20;1840;L;64;210;0
BER;NRT;2014-01-20;1840;L;64;203;0
BER;NRT;2014-01-20;1840;M;164;357;0
BER;NRT;2014-01-20;1840;M;164;203;0
BER;NRT;2014-01-20;1840;M;164;11;3
BER;NRT;2014-01-20;1840;M;164;10;7
BER;NRT;2014-01-20;1840;M;164;9;10
BER;NRT;2014-01-20;1840;M;164;8;10
BER;NRT;2014-01-20;1840;M;164;7;12
BER;NRT;2014-01-20;1840;M;164;4;11
BER;NRT;2014-01-20;1840;M;164;2;10
BER;NRT;2014-01-20;1840;M;164;0;14
BER;NRT;2014-01-20;1840;N;124;357;0
BER;NRT;2014-01-20;1840;N;124;203;0
BER;NRT;2014-01-20;1840;N;124;56;3
BER;NRT;2014-01-20;1840;N;124;53;2
BER;NRT;2014-01-20;1840;N;124;50;3
BER;NRT;2014-01-20;1840;N;124;49;6
BER;NRT;2014-01-20;1840;N;124;38;8
BER;NRT;2014-01-20;1840;N;124;36;9
BER;NRT;2014-01-20;1840;N;124;35;10
BER;NRT;2014-01-20;1840;N;124;31;11
BER;NRT;2014-01-20;1840;N;124;30;16
BER;NRT;2014-01-20;1840;N;124;29;18
BER;NRT;2014-01-20;1840;N;124;10;17
BER;NRT;2014-01-20;1840;N;124;9;16
BER;NRT;2014-01-20;1840;N;124;8;15
BER;NRT;2014-01-20;1840;N;124;0;14
BER;NRT;2014-01-20;1840;R;184;357;0
BER;NRT;2014-01-20;1840;R;184;213;0
BER;NRT;2014-01-20;1840;R;184;203;0
BER;NRT;2014-01-20;1840;R;184;9;1
BER;NRT;2014-01-20;1840;R;184;8;3
BER;NRT;2014-01-20;1840;R;184;7;9
BER;NRT;2014-01-20;1840;R;184;5;10
BER;NRT;2014-01-20;1840;R;184;4;23
BER;NRT;2014-01-20;1840;R;184;2;31
BER;NRT;2014-01-20;1840;T;74;357;0
BER;NRT;2014-01-20;1840;T;74;213;0
BER;NRT;2014-01-20;1840;T;74;210;0
BER;NRT;2014-01-20;1840;T;74;203;0
BER;NRT;2014-01-20;1840;B;94;354;0
BER;NRT;2014-01-20;1840;K;104;354;0
BER;NRT;2014-01-20;1840;J;144;351;1
BER;NRT;2014-01-20;1840;J;144;71;0
BER;NRT;2014-01-20;1840;J;144;27;4
BER;NRT;2014-01-20;1840;J;144;17;9
BER;NRT;2014-01-20;1840;M;164;17;1
BER;NRT;2014-01-20;1840;J;144;11;15
BER;NRT;2014-01-20;1840;N;124;93;1
BER;NRT;2014-01-20;1840;R;184;3;29
BER;NRT;2014-01-20;2040;R;184;213;0
BER;NRT;2014-01-20;2040;R;184;203;0
BER;NRT;2014-01-20;2040;R;184;0;1
BER;NRT;2014-01-20;1840;V;54;357;0
BER;NRT;2014-01-20;1840;V;54;213;0
BER;NRT;2014-01-20;1840;V;54;210;0
BER;NRT;2014-01-20;1840;V;54;203;0
BER;NRT;2014-01-20;1840;Z;114;357;0
BER;NRT;2014-01-20;1840;Z;114;213;0
BER;NRT;2014-01-20;1840;Z;114;203;0
BER;NRT;2014-01-20;1840;Z;114;140;4
BER;NRT;2014-01-20;1840;Z;114;138;6
BER;NRT;2014-01-20;1840;Z;114;85;10
BER;NRT;2014-01-20;1840;Z;114;79;7
BER;NRT;2014-01-20;1840;Z;114;72;8
BER;NRT;2014-01-20;1840;Z;114;64;9
BER;NRT;2014-01-20;1840;Z;114;59;9
BER;NRT;2014-01-20;1840;Z;114;8;7
BER;NRT;2014-01-20;2040;B;94;354;0
BER;NRT;2014-01-20;2040;B;94;214;0
BER;NRT;2014-01-20;2040;B;94;203;0
BER;NRT;2014-01-20;2040;E;44;354;0
BER;NRT;2014-01-20;2040;E;44;203;0
BER;NRT;2014-01-20;2040;I;84;354;0
BER;NRT;2014-01-20;2040;J;144;203;0
BER;NRT;2014-01-20;2040;J;144;4;3
BER;NRT;2014-01-20;2040;J;144;3;10
BER;NRT;2014-01-20;2040;J;144;2;12
BER;NRT;2014-01-20;2040;J;144;1;13
BER;NRT;2014-01-20;2040;J;144;0;18
BER;NRT;2014-01-20;2040;K;104;203;0
BER;NRT;2014-01-20;2040;K;104;59;7
BER;NRT;2014-01-20;2040;K;104;51;8
BER;NRT;2014-01-20;2040;K;104;46;9
BER;NRT;2014-01-20;2040;K;104;44;10
BER;NRT;2014-01-20;2040;K;104;39;12
BER;NRT;2014-01-20;2040;K;104;36;13
BER;NRT;2014-01-20;2040;K;104;32;16
BER;NRT;2014-01-20;2040;K;104;29;21
BER;NRT;2014-01-20;2040;K;104;28;24
BER;NRT;2014-01-20;2040;K;104;24;25
BER;NRT;2014-01-20;2040;K;104;20;26
BER;NRT;2014-01-20;2040;K;104;18;27
BER;NRT;2014-01-20;2040;K;104;1;26
BER;NRT;2014-01-20;2040;K;104;0;23
BER;NRT;2014-01-20;2040;L;64;354;0
BER;NRT;2014-01-20;2040;L;64;203;0
BER;NRT;2014-01-20;2040;M;164;203;0
BER;NRT;2014-01-20;2040;M;164;0;3
BER;NRT;2014-01-20;2040;N;124;203;0
BER;NRT;2014-01-20;2040;N;124;9;4
BER;NRT;2014-01-20;2040;N;124;8;12
BER;NRT;2014-01-20;2040;N;124;7;15
BER;NRT;2014-01-20;2040;N;124;6;17
BER;NRT;2014-01-20;2040;N;124;4;21
BER;NRT;2014-01-20;2040;N;124;3;20
BER;NRT;2014-01-20;2040;N;124;2;20
BER;NRT;2014-01-20;2040;N;124;1;19
BER;NRT;2014-01-20;2040;N;124;0;17
BER;NRT;2014-01-20;2040;T;74;354;0
BER;NRT;2014-01-20;2040;T;74;213;0
BER;NRT;2014-01-20;2040;T;74;203;0
BER;NRT;2014-01-20;2040;V;54;354;0
BER;NRT;2014-01-20;2040;V;54;203;0
BER;NRT;2014-01-20;2040;Z;114;213;0
BER;NRT;2014-01-20;2040;Z;114;203;0
BER;NRT;2014-01-20;2040;Z;114;17;1
BER;NRT;2014-01-20;2040;Z;114;16;2
BER;NRT;2014-01-20;2040;Z;114;15;9
BER;NRT;2014-01-20;2040;Z;114;14;7
BER;NRT;2014-01-20;2040;Z;114;13;8
BER;NRT;2014-01-20;2040;Z;114;11;10
BER;NRT;2014-01-20;2040;Z;114;10;19
BER;NRT;2014-01-20;2040;Z;114;9;20
BER;NRT;2014-01-20;2040;Z;114;3;27
BER;NRT;2014-01-20;2040;Z;114;2;31
BER;NRT;2014-01-20;2040;Z;114;0;29
BER;NRT;2014-01-20;2040;R;184;357;0
BER;NRT;2014-01-20;2040;B;94;357;0
BER;NRT;2014-01-20;2040;E;44;357;0
BER;NRT;2014-01-20;2040;I;84;357;0
BER;NRT;2014-01-20;2040;J;144;357;0
BER;NRT;2014-01-20;2040;K;104;357;0
BER;NRT;2014-01-20;2040;L;64;357;0
BER;NRT;2014-01-20;2040;M;164;357;0
BER;NRT;2014-01-20;2040;N;124;357;0
BER;NRT;2014-01-20;2040;T;74;357;0
BER;NRT;2014-01-20;2040;V;54;357;0
BER;NRT;2014-01-20;2040;Z;114;357;0
BER;NRT;2014-01-20;1840;Z;114;156;1
BER;NRT;2014-01-20;1840;Z;114;145;2
BER;NRT;2014-01-20;1840;Z;114;141;3
BER;NRT;2014-01-20;1840;Z;114;139;5
BER;NRT;2014-01-20;2040;K;104;139;4
BER;NRT;2014-01-20;1840;Z;114;106;7
BER;NRT;2014-01-20;1840;Z;114;42;8
BER;NRT;2014-01-20;2040;B;94;210;0
BER;NRT;2014-01-20;2040;K;104;148;1
BER;NRT;2014-01-20;2040;K;104;144;2
BER;NRT;2014-01-20;2040;K;104;133;5
BER;NRT;2014-01-20;2040;K;104;129;6
BER;NRT;2014-01-20;2040;K;104;21;27
BER;NRT;2014-01-20;2040;V;54;213;0
BER;CPT;2014-01-20;955;L;69;203;0
BER;CPT;2014-01-20;955;L;69;37;2
BER;CPT;2014-01-20;955;L;69;18;4
BER;CPT;2014-01-20;955;L;69;16;5
BER;CPT;2014-01-20;955;B;99;357;0
BER;CPT;2014-01-20;955;B;99;203;0
BER;CPT;2014-01-20;955;B;99;1;2
BER;CPT;2014-01-20;955;E;49;357;0
BER;CPT;2014-01-20;955;E;49;354;0
BER;CPT;2014-01-20;955;E;49;203;0
BER;CPT;2014-01-20;955;E;49;106;0
BER;CPT;2014-01-20;955;E;49;82;1
BER;CPT;2014-01-20;955;E;49;78;2
BER;CPT;2014-01-20;955;E;49;70;4
BER;CPT;2014-01-20;955;E;49;66;10
BER;CPT;2014-01-20;955;E;49;3;9
BER;CPT;2014-01-20;955;I;89;357;0
BER;CPT;2014-01-20;955;I;89;4;5
BER;CPT;2014-01-20;955;I;89;3;10
BER;CPT;2014-01-20;955;J;149;357;0
BER;CPT;2014-01-20;955;J;149;1;3
BER;CPT;2014-01-20;955;J;149;0;12
BER;CPT;2014-01-20;955;K;109;357;0
BER;CPT;2014-01-20;955;K;109;1;0
BER;CPT;2014-01-20;955;N;129;357;0
BER;CPT;2014-01-20;955;L;69;357;0
BER;CPT;2014-01-20;955;M;169;357;0
BER;CPT;2014-01-20;955;B;99;2;2
BER;CPT;2014-01-20;955;I;89;2;11
BER;CPT;2014-01-20;955;J;149;2;1
BER;CPT;2014-01-20;955;I;89;75;1
BER;CPT;2014-01-20;955;J;149;203;0
BER;CPT;2014-01-20;955;K;109;203;0
BER;CPT;2014-01-20;955;M;169;203;0
BER;CPT;2014-01-20;955;N;129;203;0
BER;CPT;2014-01-20;955;N;129;1;0
BER;CPT;2014-01-20;955;R;189;357;0
BER;CPT;2014-01-20;955;R;189;203;0
BER;CPT;2014-01-20;955;R;189;213;0
BER;CPT;2014-01-20;630;B;99;203;0
BER;CPT;2014-01-20;630;B;99;1;0
BER;CPT;2014-01-20;955;T;79;357;0
BER;CPT;2014-01-20;955;T;79;213;0
BER;CPT;2014-01-20;955;T;79;203;0
BER;CPT;2014-01-20;955;T;79;32;1
BER;CPT;2014-01-20;955;T;79;16;2
BER;CPT;2014-01-20;955;T;79;11;3
BER;CPT;2014-01-20;955;T;79;10;4
BER;CPT;2014-01-20;955;T;79;9;7
BER;CPT;2014-01-20;955;T;79;8;8
BER;CPT;2014-01-20;955;T;79;7;10
BER;CPT;2014-01-20;955;T;79;6;11
BER;CPT;2014-01-20;955;V;59;357;0
BER;CPT;2014-01-20;955;V;59;213;0
BER;CPT;2014-01-20;955;V;59;203;0
BER;CPT;2014-01-20;955;V;59;66;2
BER;CPT;2014-01-20;955;V;59;59;9
BER;CPT;2014-01-20;955;V;59;41;10
BER;CPT;2014-01-20;955;V;59;35;11
BER;CPT;2014-01-20;955;V;59;29;11
BER;CPT;2014-01-20;955;V;59;25;13
BER;CPT;2014-01-20;955;V;59;21;15
BER;CPT;2014-01-20;955;V;59;19;16
BER;CPT;2014-01-20;955;Z;119;357;0
BER;CPT;2014-01-20;955;Z;119;213;0
BER;CPT;2014-01-20;955;Z;119;203;0
BER;CPT;2014-01-20;955;Z;119;1;0
BER;CPT;2014-01-20;630;E;49;354;0
BER;CPT;2014-01-20;630;E;49;203;0
BER;CPT;2014-01-20;630;E;49;73;2
BER;CPT;2014-01-20;630;E;49;72;3
BER;CPT;2014-01-20;630;E;49;58;5
BER;CPT;2014-01-20;630;E;49;45;6
BER;CPT;2014-01-20;630;E;49;43;7
BER;CPT;2014-01-20;630;E;49;39;11
BER;CPT;2014-01-20;630;E;49;38;12
BER;CPT;2014-01-20;630;E;49;37;13
BER;CPT;2014-01-20;630;E;49;36;15
BER;CPT;2014-01-20;630;E;49;30;18
BER;CPT;2014-01-20;630;E;49;29;18
BER;CPT;2014-01-20;630;E;49;4;16
BER;CPT;2014-01-20;630;T;79;357;0
BER;CPT;2014-01-20;630;B;99;357;0
BER;CPT;2014-01-20;630;E;49;357;0
BER;CPT;2014-01-20;955;V;59;137;1
BER;CPT;2014-01-20;955;V;59;22;14
BER;CPT;2014-01-20;630;E;49;333;0
BER;CPT;2014-01-20;630;E;49;331;0
BER;CPT;2014-01-20;630;T;79;354;0
BER;CPT;2014-01-20;630;T;79;333;0
BER;CPT;2014-01-20;630;T;79;331;0
BER;CPT;2014-01-20;630;T;79;213;0
BER;CPT;2014-01-20;630;T;79;203;0
BER;CPT;2014-01-20;630;T;79;10;3
BER;CPT;2014-01-20;630;T;79;8;4
BER;CPT;2014-01-20;630;T;79;7;8
BER;CPT;2014-01-20;630;T;79;4;10
BER;CPT;2014-01-20;630;T;79;3;11
BER;CPT;2014-01-20;630;T;79;2;10
BER;CPT;2014-01-20;630;T;79;1;9
BER;CPT;2014-01-20;630;I;89;357;0
BER;CPT;2014-01-20;630;I;89;354;1
BER;CPT;2014-01-20;630;I;89;333;1
BER;CPT;2014-01-20;630;I;89;331;1
BER;CPT;2014-01-20;630;I;89;115;0
BER;CPT;2014-01-20;630;I;89;3;3
BER;CPT;2014-01-20;630;I;89;2;9
BER;CPT;2014-01-20;630;I;89;1;9
BER;CPT;2014-01-20;630;J;149;357;0
BER;CPT;2014-01-20;630;J;149;203;0
BER;CPT;2014-01-20;630;K;109;357;0
BER;CPT;2014-01-20;630;K;109;203;0
BER;CPT;2014-01-20;630;K;109;1;0
BER;CPT;2014-01-20;630;L;69;357;0
BER;CPT;2014-01-20;630;L;69;354;0
BER;CPT;2014-01-20;630;L;69;333;0
BER;CPT;2014-01-20;630;L;69;331;0
BER;CPT;2014-01-20;630;L;69;203;0
BER;CPT;2014-01-20;630;L;69;17;1
BER;CPT;2014-01-20;630;L;69;16;3
BER;CPT;2014-01-20;630;L;69;11;5
BER;CPT;2014-01-20;630;L;69;10;8
BER;CPT;2014-01-20;630;L;69;9;9
BER;CPT;2014-01-20;630;L;69;8;10
BER;CPT;2014-01-20;630;L;69;1;8
BER;CPT;2014-01-20;630;M;169;357;0
BER;CPT;2014-01-20;630;M;169;203;0
BER;CPT;2014-01-20;630;N;129;357;0
BER;CPT;2014-01-20;630;N;129;203;0
BER;CPT;2014-01-20;630;N;129;1;0
BER;CPT;2014-01-20;630;R;189;357;0
BER;CPT;2014-01-20;630;R;189;213;0
BER;CPT;2014-01-20;630;R;189;203;0
BER;CPT;2014-01-20;630;V;59;357;0
BER;CPT;2014-01-20;630;V;59;354;0
BER;CPT;2014-01-20;630;V;59;333;0
BER;CPT;2014-01-20;630;V;59;331;0
BER;CPT;2014-01-20;630;V;59;213;0
BER;CPT;2014-01-20;630;V;59;203;0
BER;CPT;2014-01-20;630;V;59;19;1
BER;CPT;2014-01-20;630;V;59;18;2
BER;CPT;2014-01-20;630;V;59;17;3
BER;CPT;2014-01-20;630;Z;119;357;0
BER;CPT;2014-01-20;630;Z;119;213;0
BER;CPT;2014-01-20;630;Z;119;203;0
BER;CPT;2014-01-20;630;Z;119;1;0
BER;CPT;2014-01-20;815;J;149;203;0
BER;CPT;2014-01-20;815;B;99;357;0
BER;CPT;2014-01-20;815;B;99;203;0
BER;CPT;2014-01-20;815;B;99;1;0
BER;CPT;2014-01-20;815;E;49;357;0
BER;CPT;2014-01-20;815;E;49;354;0
BER;CPT;2014-01-20;815;E;49;333;0
BER;CPT;2014-01-20;815;E;49;213;0
BER;CPT;2014-01-20;815;E;49;203;0
BER;CPT;2014-01-20;815;E;49;58;3
BER;CPT;2014-01-20;815;E;49;53;5
BER;CPT;2014-01-20;815;I;89;357;0
BER;CPT;2014-01-20;815;I;89;354;0
BER;CPT;2014-01-20;815;I;89;333;0
BER;CPT;2014-01-20;815;I;89;213;0
BER;CPT;2014-01-20;815;I;89;3;1
BER;CPT;2014-01-20;815;I;89;1;1
BER;CPT;2014-01-20;815;K;109;203;0
BER;CPT;2014-01-20;815;K;109;72;1
BER;CPT;2014-01-20;815;K;109;8;0
BER;CPT;2014-01-20;815;K;109;1;0
BER;CPT;2014-01-20;815;L;69;354;0
BER;CPT;2014-01-20;815;L;69;333;0
BER;CPT;2014-01-20;815;L;69;213;0
BER;CPT;2014-01-20;815;L;69;203;0
BER;CPT;2014-01-20;815;L;69;14;1
BER;CPT;2014-01-20;815;L;69;11;2
BER;CPT;2014-01-20;815;L;69;10;4
BER;CPT;2014-01-20;815;L;69;9;9
BER;CPT;2014-01-20;815;L;69;8;8
BER;CPT;2014-01-20;815;L;69;7;10
BER;CPT;2014-01-20;815;M;169;203;0
BER;CPT;2014-01-20;815;N;129;203;0
BER;CPT;2014-01-20;815;R;189;357;0
BER;CPT;2014-01-20;815;J;149;357;0
BER;CPT;2014-01-20;815;K;109;357;0
BER;CPT;2014-01-20;815;L;69;357;0
BER;CPT;2014-01-20;815;M;169;357;0
BER;CPT;2014-01-20;815;N;129;357;0
BER;CPT;2014-01-20;815;J;149;1;1
BER;CPT;2014-01-20;815;N;129;1;0
BER;CPT;2014-01-20;815;E;49;65;1
BER;CPT;2014-01-20;815;R;189;213;0
BER;CPT;2014-01-20;815;R;189;203;0
BER;CPT;2014-01-20;815;T;79;357;0
BER;CPT;2014-01-20;815;T;79;354;0
BER;CPT;2014-01-20;815;T;79;333;0
BER;CPT;2014-01-20;815;T;79;213;0
BER;CPT;2014-01-20;815;T;79;203;0
BER;CPT;2014-01-20;815;T;79;6;1
BER;CPT;2014-01-20;815;T;79;5;2
BER;CPT;2014-01-20;815;T;79;4;3
BER;CPT;2014-01-20;815;T;79;3;6
BER;CPT;2014-01-20;815;T;79;2;8
BER;CPT;2014-01-20;815;T;79;1;8
BER;CPT;2014-01-20;815;V;59;357;0
BER;CPT;2014-01-20;815;V;59;354;0
BER;CPT;2014-01-20;815;V;59;333;0
BER;CPT;2014-01-20;815;V;59;213;0
BER;CPT;2014-01-20;815;V;59;203;0
BER;CPT;2014-01-20;815;V;59;53;1
BER;CPT;2014-01-20;815;V;59;37;3
BER;CPT;2014-01-20;815;V;59;36;5
BER;CPT;2014-01-20;815;V;59;30;8
BER;CPT;2014-01-20;815;V;59;29;9
BER;CPT;2014-01-20;815;V;59;28;11
BER;CPT;2014-01-20;815;V;59;17;12
BER;CPT;2014-01-20;815;V;59;16;13
BER;CPT;2014-01-20;815;V;59;15;16
BER;CPT;2014-01-20;815;Z;119;357;0
BER;CPT;2014-01-20;815;Z;119;213;0
BER;CPT;2014-01-20;815;Z;119;203;0
BER;CPT;2014-01-20;815;Z;119;1;0
BER;CPT;2014-01-20;1530;J;149;357;0
BER;CPT;2014-01-20;1530;J;149;203;0
BER;CPT;2014-01-20;1530;J;149;3;5
